var_names,OlinkID,Assay,UniProt,Panel,Panel_Version,Protein target,Short name,gene_name
OID20646,OID20646,TNFRSF11A,Q9Y6Q6,INFLAMMATION,1,Tumor necrosis factor receptor superfamily member 11A ,TNFRSF11A,TNFRSF11A
OID20753,OID20753,MEPE,Q9NQ76,INFLAMMATION,1,Matrix extracellular phosphoglycoprotein ,MEPE,MEPE
OID20571,OID20571,PTH1R,Q03431,INFLAMMATION,1,Parathyroid hormone/parathyroid hormone-related peptide receptor ,PTH1R,PTH1R
OID20589,OID20589,HEXIM1,O94992,INFLAMMATION,1,Protein HEXIM1 ,HEXIM1,HEXIM1
OID20751,OID20751,CRELD2,Q6UXH1,INFLAMMATION,1,Protein disulfide isomerase CRELD2 ,CRELD2,CRELD2
OID20660,OID20660,CTSO,P43234,INFLAMMATION,1,Cathepsin O ,CTSO,CTSO
OID20592,OID20592,TNFSF11,O14788,INFLAMMATION,1,Tumor necrosis factor ligand superfamily member 11 ,TNFSF11,TNFSF11
OID20593,OID20593,MICB_MICA,Q29980_Q29983,INFLAMMATION,1,MHC class I polypeptide-related sequence B_A,MICB_MICA,MICB
OID20639,OID20639,FCRL2,Q96LA5,INFLAMMATION,1,Fc receptor-like protein 2 ,FCRL2,FCRL2
OID20486,OID20486,IL12RB1,P42701,INFLAMMATION,1,Interleukin-12 receptor subunit beta-1 ,IL12RB1,IL12RB1
OID20461,OID20461,IL3RA,P26951,INFLAMMATION,1,Interleukin-3 receptor subunit alpha ,IL3RA,IL3RA
OID20657,OID20657,MERTK,Q12866,INFLAMMATION,1,Tyrosine-protein kinase Mer ,MERTK,MERTK
OID20671,OID20671,CCL20,P78556,INFLAMMATION,1,C-C motif chemokine 20 ,CCL20,CCL20
OID20498,OID20498,IL15RA,Q13261,INFLAMMATION,1,Interleukin-15 receptor subunit alpha ,IL15RA,IL15RA
OID20666,OID20666,IL12B,P29460,INFLAMMATION,1,Interleukin-12 subunit beta ,IL12B,IL12B
OID20490,OID20490,FGF5,P12034,INFLAMMATION,1,Fibroblast growth factor 5 ,FGF5,FGF5
OID20598,OID20598,PTPRM,P28827,INFLAMMATION,1,Receptor-type tyrosine-protein phosphatase mu ,PTPRM,PTPRM
OID20540,OID20540,BTN3A2,P78410,INFLAMMATION,1,Butyrophilin subfamily 3 member A2,BTN3A2,BTN3A2
OID20477,OID20477,IL17C,Q9P0M4,INFLAMMATION,1,Interleukin-17C ,IL17C,IL17C
OID20535,OID20535,IL7,P13232,INFLAMMATION,1,Interleukin-7 ,IL7,IL7
OID20436,OID20436,LAP3,P28838,INFLAMMATION,1,Cytosol aminopeptidase ,LAP3,LAP3
OID20482,OID20482,MILR1,Q7Z6M3,INFLAMMATION,1,Allergin-1 ,MILR1,MILR1
OID20442,OID20442,NBN,O60934,INFLAMMATION,1,Nibrin ,NBN,NBN
OID20548,OID20548,CEACAM21,Q3KPI0,INFLAMMATION,1,Carcinoembryonic antigen-related cell adhesion molecule 21,CEACAM21,CEACAM21
OID20670,OID20670,LY9,Q9HBG7,INFLAMMATION,1,T-lymphocyte surface antigen Ly-9 ,LY9,LY9
OID20601,OID20601,IL5RA,Q01344,INFLAMMATION,1,Interleukin-5 receptor subunit alpha ,IL5RA,IL5RA
OID20781,OID20781,LGALS9,O00182,INFLAMMATION,1,Galectin-9 ,LGALS9,LGALS9
OID20585,OID20585,IL17RB,Q9NRM6,INFLAMMATION,1,Interleukin-17 receptor B ,IL17RB,IL17RB
OID20654,OID20654,C1QA,P02745,INFLAMMATION,1,Complement C1q subcomponent subunit A,C1QA,C1QA
OID20788,OID20788,CXCL3,P19876,INFLAMMATION,1,C-X-C motif chemokine 3 ,CXCL3,CXCL3
OID20745,OID20745,CCL17,Q92583,INFLAMMATION,1,C-C motif chemokine 17 ,CCL17,CCL17
OID20439,OID20439,PREB,Q9HCU5,INFLAMMATION,1,Prolactin regulatory element-binding protein ,PREB,PREB
OID20422,OID20422,IL20RA,Q9UHF4,INFLAMMATION,1,Interleukin-20 receptor subunit alpha ,IL20RA,IL20RA
OID20701,OID20701,CRIM1,Q9NZV1,INFLAMMATION,1,Cysteine-rich motor neuron 1 protein ,CRIM1,CRIM1
OID20678,OID20678,IFNGR1,P15260,INFLAMMATION,1,Interferon gamma receptor 1 ,IFNGR1,IFNGR1
OID20691,OID20691,F2R,P25116,INFLAMMATION,1,Proteinase-activated receptor 1 ,F2R,F2R
OID20501,OID20501,FABP9,Q0Z7S8,INFLAMMATION,1,Fatty acid-binding protein 9 ,FABP9,FABP9
OID20679,OID20679,CTSC,P53634,INFLAMMATION,1,Dipeptidyl peptidase 1 ,CTSC,CTSC
OID20675,OID20675,CXCL9,Q07325,INFLAMMATION,1,C-X-C motif chemokine 9 ,CXCL9,CXCL9
OID20572,OID20572,EGLN1,Q9GZT9,INFLAMMATION,1,Egl nine homolog 1 ,EGLN1,EGLN1
OID20680,OID20680,CD276,Q5ZPR3,INFLAMMATION,1,CD276 antigen ,CD276,CD276
OID20689,OID20689,ENPP7,Q6UWV6,INFLAMMATION,1,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 ,ENPP7,ENPP7
OID20434,OID20434,LTO1,Q8WV07,INFLAMMATION,1,Protein LTO1 homolog ,LTO1,LTO1
OID20427,OID20427,IL1B,P01584,INFLAMMATION,1,Interleukin-1 beta ,IL1B,IL1B
OID20435,OID20435,ACTN4,O43707,INFLAMMATION,1,Alpha-actinin-4 ,ACTN4,ACTN4
OID20693,OID20693,CCL23,P55773,INFLAMMATION,1,C-C motif chemokine 23 ,CCL23,CCL23
OID20717,OID20717,PTPN6,P29350,INFLAMMATION,1,Tyrosine-protein phosphatase non-receptor type 6 ,PTPN6,PTPN6
OID20502,OID20502,SRPK2,P78362,INFLAMMATION,1,SRSF protein kinase 2 ,SRPK2,SRPK2
OID20762,OID20762,CXCL1,P09341,INFLAMMATION,1,Growth-regulated alpha protein ,CXCL1,CXCL1
OID20787,OID20787,TFF2,Q03403,INFLAMMATION,1,Trefoil factor 2 ,TFF2,TFF2
OID20749,OID20749,LHPP,Q9H008,INFLAMMATION,1,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase ,LHPP,LHPP
OID20730,OID20730,SMOC2,Q9H3U7,INFLAMMATION,1,SPARC-related modular calcium-binding protein 2 ,SMOC2,SMOC2
OID20760,OID20760,ATP5IF1,Q9UII2,INFLAMMATION,1,"ATPase inhibitor, mitochondrial ",ATP5IF1,ATP5IF1
OID20447,OID20447,RABGAP1L,Q5R372,INFLAMMATION,1,Rab GTPase-activating protein 1-like,RABGAP1L,RABGAP1L
OID20451,OID20451,MYO9B,Q13459,INFLAMMATION,1,Unconventional myosin-IXb ,MYO9B,MYO9B
OID20629,OID20629,KLRB1,Q12918,INFLAMMATION,1,Killer cell lectin-like receptor subfamily B member 1 ,KLRB1,KLRB1
OID20683,OID20683,NCK2,O43639,INFLAMMATION,1,Cytoplasmic protein NCK2 ,NCK2,NCK2
OID20623,OID20623,NUDC,Q9Y266,INFLAMMATION,1,Nuclear migration protein nudC ,NUDC,NUDC
OID20710,OID20710,GLOD4,Q9HC38,INFLAMMATION,1,Glyoxalase domain-containing protein 4,GLOD4,GLOD4
OID20455,OID20455,IL11,P20809,INFLAMMATION,1,Interleukin-11 ,IL11,IL11
OID20702,OID20702,TNFRSF13B,O14836,INFLAMMATION,1,Tumor necrosis factor receptor superfamily member 13B ,TNFRSF13B,TNFRSF13B
OID20699,OID20699,CRLF1,O75462,INFLAMMATION,1,Cytokine receptor-like factor 1 ,CRLF1,CRLF1
OID20491,OID20491,CSF3,P09919,INFLAMMATION,1,Granulocyte colony-stimulating factor ,CSF3,CSF3
OID20560,OID20560,SELPLG,Q14242,INFLAMMATION,1,P-selectin glycoprotein ligand 1 ,SELPLG,SELPLG
OID20531,OID20531,STX8,Q9UNK0,INFLAMMATION,1,Syntaxin-8,STX8,STX8
OID20521,OID20521,TBC1D5,Q92609,INFLAMMATION,1,TBC1 domain family member 5,TBC1D5,TBC1D5
OID20443,OID20443,FCRL3,Q96P31,INFLAMMATION,1,Fc receptor-like protein 3 ,FCRL3,FCRL3
OID20468,OID20468,PRKCQ,Q04759,INFLAMMATION,1,Protein kinase C theta type ,PRKCQ,PRKCQ
OID20748,OID20748,LGALS4,P56470,INFLAMMATION,1,Galectin-4 ,LGALS4,LGALS4
OID20686,OID20686,CCL21,O00585,INFLAMMATION,1,C-C motif chemokine 21 ,CCL21,CCL21
OID20420,OID20420,IL10RA,Q13651,INFLAMMATION,1,Interleukin-10 receptor subunit alpha ,IL10RA,IL10RA
OID20428,OID20428,IL33,O95760,INFLAMMATION,1,Interleukin-33 ,IL33,IL33
OID20496,OID20496,SLAMF1,Q13291,INFLAMMATION,1,Signaling lymphocytic activation molecule ,SLAMF1,SLAMF1
OID20606,OID20606,LIFR,P42702,INFLAMMATION,1,Leukemia inhibitory factor receptor ,LIFR,LIFR
OID20563,OID20563,IL6,P05231,INFLAMMATION,1,Interleukin-6 ,IL6,IL6
OID20590,OID20590,CLEC4G,Q6UXB4,INFLAMMATION,1,C-type lectin domain family 4 member G ,CLEC4G,CLEC4G
OID20494,OID20494,JCHAIN,P01591,INFLAMMATION,1,Immunoglobulin J chain ,JCHAIN,JCHAIN
OID20574,OID20574,OSM,P13725,INFLAMMATION,1,Oncostatin-M ,OSM,OSM
OID20453,OID20453,IL20,Q9NYY1,INFLAMMATION,1,Interleukin-20 ,IL20,IL20
OID20536,OID20536,SAMD9L,Q8IVG5,INFLAMMATION,1,Sterile alpha motif domain-containing protein 9-like ,SAMD9L,SAMD9L
OID20688,OID20688,SCGB1A1,P11684,INFLAMMATION,1,Uteroglobin ,SCGB1A1,SCGB1A1
OID20561,OID20561,CXADR,P78310,INFLAMMATION,1,Coxsackievirus and adenovirus receptor ,CXADR,CXADR
OID20684,OID20684,TIMP3,P35625,INFLAMMATION,1,Metalloproteinase inhibitor 3 ,TIMP3,TIMP3
OID20505,OID20505,BACH1,O14867,INFLAMMATION,1,Transcription regulator protein BACH1 ,BACH1,BACH1
OID20726,OID20726,ANGPTL2,Q9UKU9,INFLAMMATION,1,Angiopoietin-related protein 2 ,ANGPTL2,ANGPTL2
OID20577,OID20577,IRAK4,Q9NWZ3,INFLAMMATION,1,Interleukin-1 receptor-associated kinase 4 ,IRAK4,IRAK4
OID20737,OID20737,LAIR1,Q6GTX8,INFLAMMATION,1,Leukocyte-associated immunoglobulin-like receptor 1 ,LAIR1,LAIR1
OID20425,OID20425,RAB37,Q96AX2,INFLAMMATION,1,Ras-related protein Rab-37,RAB37,RAB37
OID20709,OID20709,CCN2,P29279,INFLAMMATION,1,CCN family member 2 ,CCN2,CCN2
OID20705,OID20705,ERBB3,P21860,INFLAMMATION,1,Receptor tyrosine-protein kinase erbB-3 ,ERBB3,ERBB3
OID20692,OID20692,CD48,P09326,INFLAMMATION,1,CD48 antigen ,CD48,CD48
OID20424,OID20424,JUN,P05412,INFLAMMATION,1,Transcription factor AP-1 ,JUN,JUN
OID20761,OID20761,SKAP2,O75563,INFLAMMATION,1,Src kinase-associated phosphoprotein 2 ,SKAP2,SKAP2
OID20602,OID20602,SLAMF7,Q9NQ25,INFLAMMATION,1,SLAM family member 7 ,SLAMF7,SLAMF7
OID20544,OID20544,IKBKG,Q9Y6K9,INFLAMMATION,1,NF-kappa-B essential modulator ,IKBKG,IKBKG
OID20725,OID20725,OMD,Q99983,INFLAMMATION,1,Osteomodulin ,OMD,OMD
OID20582,OID20582,AXIN1,O15169,INFLAMMATION,1,Axin-1 ,AXIN1,AXIN1
OID20677,OID20677,EPHA1,P21709,INFLAMMATION,1,Ephrin type-A receptor 1 ,EPHA1,EPHA1
OID20568,OID20568,NPPC,P23582,INFLAMMATION,1,C-type natriuretic peptide [Cleaved into: CNP-22; CNP-29; CNP-53],NPPC,NPPC
OID20550,OID20550,COL9A1,P20849,INFLAMMATION,1,Collagen alpha-1,COL9A1,COL9A1
OID20634,OID20634,NFASC,O94856,INFLAMMATION,1,Neurofascin,NFASC,NFASC
OID20547,OID20547,CLEC4C,Q8WTT0,INFLAMMATION,1,C-type lectin domain family 4 member C ,CLEC4C,CLEC4C
OID20647,OID20647,CD160,O95971,INFLAMMATION,1,CD160 antigen ,CD160,CD160
OID20653,OID20653,TNFRSF4,P43489,INFLAMMATION,1,Tumor necrosis factor receptor superfamily member 4 ,TNFRSF4,TNFRSF4
OID20575,OID20575,HSD11B1,P28845,INFLAMMATION,1,Corticosteroid 11-beta-dehydrogenase isozyme 1 ,HSD11B1,HSD11B1
OID20504,OID20504,ITM2A,O43736,INFLAMMATION,1,Integral membrane protein 2A ,ITM2A,ITM2A
OID20628,OID20628,CD244,Q9BZW8,INFLAMMATION,1,Natural killer cell receptor 2B4 ,CD244,CD244
OID20591,OID20591,NTF3,P20783,INFLAMMATION,1,Neurotrophin-3 ,NTF3,NTF3
OID20620,OID20620,DFFA,O00273,INFLAMMATION,1,DNA fragmentation factor subunit alpha ,DFFA,DFFA
OID20514,OID20514,SH2D1A,O60880,INFLAMMATION,1,SH2 domain-containing protein 1A ,SH2D1A,SH2D1A
OID20454,OID20454,RGS8,P57771,INFLAMMATION,1,Regulator of G-protein signaling 8 ,RGS8,RGS8
OID20583,OID20583,ANXA11,P50995,INFLAMMATION,1,Annexin A11 ,ANXA11,ANXA11
OID20738,OID20738,COLEC12,Q5KU26,INFLAMMATION,1,Collectin-12 ,COLEC12,COLEC12
OID20586,OID20586,LTA,P01374,INFLAMMATION,1,Lymphotoxin-alpha ,LTA,LTA
OID20719,OID20719,CSF1,P09603,INFLAMMATION,1,Macrophage colony-stimulating factor 1 ,CSF1,CSF1
OID20750,OID20750,TPP1,O14773,INFLAMMATION,1,Tripeptidyl-peptidase 1 ,TPP1,TPP1
OID20493,OID20493,ITGB6,P18564,INFLAMMATION,1,Integrin beta-6,ITGB6,ITGB6
OID20432,OID20432,ARNT,P27540,INFLAMMATION,1,Aryl hydrocarbon receptor nuclear translocator ,ARNT,ARNT
OID20735,OID20735,TNFRSF11B,O00300,INFLAMMATION,1,Tumor necrosis factor receptor superfamily member 11B ,TNFRSF11B,TNFRSF11B
OID20487,OID20487,IL1RL2,Q9HB29,INFLAMMATION,1,Interleukin-1 receptor-like 2 ,IL1RL2,IL1RL2
OID20570,OID20570,PTX3,P26022,INFLAMMATION,1,Pentraxin-related protein PTX3 ,PTX3,PTX3
OID20736,OID20736,ENPP5,Q9UJA9,INFLAMMATION,1,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 ,ENPP5,ENPP5
OID20780,OID20780,B4GALT1,P15291,INFLAMMATION,1,"Beta-1,4-galactosyltransferase 1 ",B4GALT1,B4GALT1
OID20530,OID20530,LSP1,P33241,INFLAMMATION,1,Lymphocyte-specific protein 1 ,LSP1,LSP1
OID20532,OID20532,HLA-E,P13747,INFLAMMATION,1,"HLA class I histocompatibility antigen, alpha chain E ",HLA-E,HLA-E
OID20599,OID20599,CD70,P32970,INFLAMMATION,1,CD70 antigen ,CD70,CD70
OID20553,OID20553,NT5C3A,Q9H0P0,INFLAMMATION,1,Cytosolic 5'-nucleotidase 3A ,NT5C3A,NT5C3A
OID20611,OID20611,TNFSF10,P50591,INFLAMMATION,1,Tumor necrosis factor ligand superfamily member 10 ,TNFSF10,TNFSF10
OID20775,OID20775,PNLIPRP2,P54317,INFLAMMATION,1,Pancreatic lipase-related protein 2 ,PNLIPRP2,PNLIPRP2
OID20607,OID20607,CD84,Q9UIB8,INFLAMMATION,1,SLAM family member 5 ,CD84,CD84
OID20645,OID20645,ADA,P00813,INFLAMMATION,1,Adenosine deaminase ,ADA,ADA
OID20747,OID20747,CRHBP,P24387,INFLAMMATION,1,Corticotropin-releasing factor-binding protein ,CRHBP,CRHBP
OID20633,OID20633,IL16,Q14005,INFLAMMATION,1,Pro-interleukin-16 [Cleaved into: Interleukin-16 ,IL16,IL16
OID20631,OID20631,CXCL8,P10145,INFLAMMATION,1,Interleukin-8 ,CXCL8,CXCL8
OID20785,OID20785,WFIKKN2,Q8TEU8,INFLAMMATION,1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2 ",WFIKKN2,WFIKKN2
OID20581,OID20581,ITGA11,Q9UKX5,INFLAMMATION,1,Integrin alpha-11,ITGA11,ITGA11
OID20485,OID20485,IRAK1,P51617,INFLAMMATION,1,Interleukin-1 receptor-associated kinase 1 ,IRAK1,IRAK1
OID20483,OID20483,PRDX3,P30048,INFLAMMATION,1,"Thioredoxin-dependent peroxide reductase, mitochondrial ",PRDX3,PRDX3
OID20595,OID20595,CD200R1,Q8TD46,INFLAMMATION,1,Cell surface glycoprotein CD200 receptor 1 ,CD200R1,CD200R1
OID20527,OID20527,DPP10,Q8N608,INFLAMMATION,1,Inactive dipeptidyl peptidase 10 ,DPP10,DPP10
OID20782,OID20782,FSTL3,O95633,INFLAMMATION,1,Follistatin-related protein 3 ,FSTL3,FSTL3
OID20694,OID20694,IL18,Q14116,INFLAMMATION,1,Interleukin-18 ,IL18,IL18
OID20519,OID20519,METAP1D,Q6UB28,INFLAMMATION,1,"Methionine aminopeptidase 1D, mitochondrial ",METAP1D,METAP1D
OID20696,OID20696,IL10RB,Q08334,INFLAMMATION,1,Interleukin-10 receptor subunit beta ,IL10RB,IL10RB
OID20605,OID20605,IL32,P24001,INFLAMMATION,1,Interleukin-32 ,IL32,IL32
OID20600,OID20600,TGFA,P01135,INFLAMMATION,1,Protransforming growth factor alpha [Cleaved into: Transforming growth factor alpha ,TGFA,TGFA
OID20597,OID20597,PLXNA4,Q9HCM2,INFLAMMATION,1,Plexin-A4,PLXNA4,PLXNA4
OID20655,OID20655,CCL13,Q99616,INFLAMMATION,1,C-C motif chemokine 13 ,CCL13,CCL13
OID20542,OID20542,SCRN1,Q12765,INFLAMMATION,1,Secernin-1,SCRN1,SCRN1
OID20672,OID20672,MMP1,P03956,INFLAMMATION,1,Interstitial collagenase ,MMP1,MMP1
OID20648,OID20648,HCLS1,P14317,INFLAMMATION,1,Hematopoietic lineage cell-specific protein ,HCLS1,HCLS1
OID20608,OID20608,RAB6A,P20340,INFLAMMATION,1,Ras-related protein Rab-6A ,RAB6A,RAB6A
OID20784,OID20784,REG4,Q9BYZ8,INFLAMMATION,1,Regenerating islet-derived protein 4 ,REG4,REG4
OID20546,OID20546,CCL26,Q9Y258,INFLAMMATION,1,C-C motif chemokine 26 ,CCL26,CCL26
OID20727,OID20727,GAL,P22466,INFLAMMATION,1,Galanin peptides [Cleaved into: Galanin; Galanin message-associated peptide ,GAL,GAL
OID20467,OID20467,PADI2,Q9Y2J8,INFLAMMATION,1,Protein-arginine deiminase type-2 ,PADI2,PADI2
OID20573,OID20573,CLEC4A,Q9UMR7,INFLAMMATION,1,C-type lectin domain family 4 member A ,CLEC4A,CLEC4A
OID20438,OID20438,LRRN1,Q6UXK5,INFLAMMATION,1,Leucine-rich repeat neuronal protein 1 ,LRRN1,LRRN1
OID20769,OID20769,LAMA4,Q16363,INFLAMMATION,1,Laminin subunit alpha-4 ,LAMA4,LAMA4
OID20430,OID20430,IL13,P35225,INFLAMMATION,1,Interleukin-13 ,IL13,IL13
OID20456,OID20456,IL17F,Q96PD4,INFLAMMATION,1,Interleukin-17F ,IL17F,IL17F
OID20489,OID20489,GBP2,P32456,INFLAMMATION,1,Guanylate-binding protein 2 ,GBP2,GBP2
OID20723,OID20723,SCGB3A2,Q96PL1,INFLAMMATION,1,Secretoglobin family 3A member 2 ,SCGB3A2,SCGB3A2
OID20665,OID20665,FASLG,P48023,INFLAMMATION,1,Tumor necrosis factor ligand superfamily member 6 ,FASLG,FASLG
OID20638,OID20638,LAMP3,Q9UQV4,INFLAMMATION,1,Lysosome-associated membrane glycoprotein 3 ,LAMP3,LAMP3
OID20729,OID20729,PDLIM7,Q9NR12,INFLAMMATION,1,PDZ and LIM domain protein 7 ,PDLIM7,PDLIM7
OID20637,OID20637,CD22,P20273,INFLAMMATION,1,B-cell receptor CD22 ,CD22,CD22
OID20766,OID20766,PRELP,P51888,INFLAMMATION,1,Prolargin ,PRELP,PRELP
OID20470,OID20470,NFATC3,Q12968,INFLAMMATION,1,"Nuclear factor of activated T-cells, cytoplasmic 3 ",NFATC3,NFATC3
OID20566,OID20566,NCR1,O76036,INFLAMMATION,1,Natural cytotoxicity triggering receptor 1 ,NCR1,NCR1
OID20492,OID20492,AMN,Q9BXJ7,INFLAMMATION,1,Protein amnionless [Cleaved into: Soluble protein amnionless],AMN,AMN
OID20743,OID20743,EPCAM,P16422,INFLAMMATION,1,Epithelial cell adhesion molecule ,EPCAM,EPCAM
OID20444,OID20444,PRKAB1,Q9Y478,INFLAMMATION,1,5'-AMP-activated protein kinase subunit beta-1 ,PRKAB1,PRKAB1
OID20564,OID20564,FCAR,P24071,INFLAMMATION,1,Immunoglobulin alpha Fc receptor ,FCAR,FCAR
OID20783,OID20783,TNFRSF14,Q92956,INFLAMMATION,1,Tumor necrosis factor receptor superfamily member 14 ,TNFRSF14,TNFRSF14
OID20772,OID20772,CCL24,O00175,INFLAMMATION,1,C-C motif chemokine 24 ,CCL24,CCL24
OID20473,OID20473,TNF,P01375,INFLAMMATION,1,Tumor necrosis factor ,TNF,TNF
OID20437,OID20437,AMBN,Q9NP70,INFLAMMATION,1,Ameloblastin,AMBN,AMBN
OID20716,OID20716,CD58,P19256,INFLAMMATION,1,Lymphocyte function-associated antigen 3 ,CD58,CD58
OID20708,OID20708,LY6D,Q14210,INFLAMMATION,1,Lymphocyte antigen 6D ,LY6D,LY6D
OID20728,OID20728,SCG3,Q8WXD2,INFLAMMATION,1,Secretogranin-3 ,SCG3,SCG3
OID20617,OID20617,CKAP4,Q07065,INFLAMMATION,1,Cytoskeleton-associated protein 4 ,CKAP4,CKAP4
OID20476,OID20476,TPT1,P13693,INFLAMMATION,1,Translationally-controlled tumor protein ,TPT1,TPT1
OID20644,OID20644,PRDX5,P30044,INFLAMMATION,1,"Peroxiredoxin-5, mitochondrial ",PRDX5,PRDX5
OID20770,OID20770,FST,P19883,INFLAMMATION,1,Follistatin ,FST,FST
OID20779,OID20779,MPIG6B,O95866,INFLAMMATION,1,Megakaryocyte and platelet inhibitory receptor G6b ,MPIG6B,MPIG6B
OID20588,OID20588,MGMT,P16455,INFLAMMATION,1,Methylated-DNA--protein-cysteine methyltransferase ,MGMT,MGMT
OID20756,OID20756,AGER,Q15109,INFLAMMATION,1,Advanced glycosylation end product-specific receptor ,AGER,AGER
OID20596,OID20596,KRT19,P08727,INFLAMMATION,1,"Keratin, type I cytoskeletal 19 ",KRT19,KRT19
OID20650,OID20650,VEGFA,P15692,INFLAMMATION,1,Vascular endothelial growth factor A ,VEGFA,VEGFA
OID20539,OID20539,SLC39A5,Q6ZMH5,INFLAMMATION,1,Zinc transporter ZIP5 ,SLC39A5,SLC39A5
OID20754,OID20754,CDON,Q4KMG0,INFLAMMATION,1,Cell adhesion molecule-related/down-regulated by oncogenes,CDON,CDON
OID20642,OID20642,TPSAB1,Q15661,INFLAMMATION,1,Tryptase alpha/beta-1 ,TPSAB1,TPSAB1
OID20578,OID20578,ICAM4,Q14773,INFLAMMATION,1,Intercellular adhesion molecule 4 ,ICAM4,ICAM4
OID20661,OID20661,FLT3LG,P49771,INFLAMMATION,1,Fms-related tyrosine kinase 3 ligand ,FLT3LG,FLT3LG
OID20497,OID20497,ENAH,Q8N8S7,INFLAMMATION,1,Protein enabled homolog,ENAH,ENAH
OID20555,OID20555,CASP2,P42575,INFLAMMATION,1,Caspase-2 ,CASP2,CASP2
OID20446,OID20446,ARTN,Q5T4W7,INFLAMMATION,1,Artemin ,ARTN,ARTN
OID20669,OID20669,KYNU,Q16719,INFLAMMATION,1,Kynureninase ,KYNU,KYNU
OID20579,OID20579,DECR1,Q16698,INFLAMMATION,1,"2,4-dienoyl-CoA reductase, mitochondrial ",DECR1,DECR1
OID20731,OID20731,TREM2,Q9NZC2,INFLAMMATION,1,Triggering receptor expressed on myeloid cells 2 ,TREM2,TREM2
OID20466,OID20466,DGKZ,Q13574,INFLAMMATION,1,Diacylglycerol kinase zeta ,DGKZ,DGKZ
OID20700,OID20700,IL1RN,P18510,INFLAMMATION,1,Interleukin-1 receptor antagonist protein ,IL1RN,IL1RN
OID20721,OID20721,CKMT1A_CKMT1B,P12532,INFLAMMATION,1,"Creatine kinase U-type, mitochondrial ",CKMT1A_CKMT1B,CKMT1B
OID20635,OID20635,CD79B,P40259,INFLAMMATION,1,B-cell antigen receptor complex-associated protein beta chain ,CD79B,CD79B
OID20746,OID20746,MEGF10,Q96KG7,INFLAMMATION,1,Multiple epidermal growth factor-like domains protein 10 ,MEGF10,MEGF10
OID20445,OID20445,PNPT1,Q8TCS8,INFLAMMATION,1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial ",PNPT1,PNPT1
OID20622,OID20622,CXCL17,Q6UXB2,INFLAMMATION,1,C-X-C motif chemokine 17 ,CXCL17,CXCL17
OID20613,OID20613,CXCL6,P80162,INFLAMMATION,1,C-X-C motif chemokine 6 ,CXCL6,CXCL6
OID20462,OID20462,SIT1,Q9Y3P8,INFLAMMATION,1,Signaling threshold-regulating transmembrane adapter 1 ,SIT1,SIT1
OID20557,OID20557,MAPK9,P45984,INFLAMMATION,1,Mitogen-activated protein kinase 9 ,MAPK9,MAPK9
OID20464,OID20464,CXCL12,P48061,INFLAMMATION,1,Stromal cell-derived factor 1 ,CXCL12,CXCL12
OID20618,OID20618,FKBP1B,P68106,INFLAMMATION,1,Peptidyl-prolyl cis-trans isomerase FKBP1B ,FKBP1B,FKBP1B
OID20649,OID20649,CD6,P30203,INFLAMMATION,1,T-cell differentiation antigen CD6 ,CD6,CD6
OID20528,OID20528,ITGA6,P23229,INFLAMMATION,1,Integrin alpha-6 ,ITGA6,ITGA6
OID20459,OID20459,MVK,Q03426,INFLAMMATION,1,Mevalonate kinase ,MVK,MVK
OID20609,OID20609,CLEC4D,Q8WXI8,INFLAMMATION,1,C-type lectin domain family 4 member D ,CLEC4D,CLEC4D
OID20673,OID20673,PGF,P49763,INFLAMMATION,1,Placenta growth factor ,PGF,PGF
OID20624,OID20624,TNFSF12,O43508,INFLAMMATION,1,Tumor necrosis factor ligand superfamily member 12 ,TNFSF12,TNFSF12
OID20604,OID20604,GZMB,P10144,INFLAMMATION,1,Granzyme B ,GZMB,GZMB
OID20768,OID20768,LTBR,P36941,INFLAMMATION,1,Tumor necrosis factor receptor superfamily member 3 ,LTBR,LTBR
OID20525,OID20525,EDAR,Q9UNE0,INFLAMMATION,1,Tumor necrosis factor receptor superfamily member EDAR ,EDAR,EDAR
OID20757,OID20757,IL1R2,P27930,INFLAMMATION,1,Interleukin-1 receptor type 2 ,IL1R2,IL1R2
OID20594,OID20594,BANK1,Q8NDB2,INFLAMMATION,1,B-cell scaffold protein with ankyrin repeats,BANK1,BANK1
OID20776,OID20776,OSCAR,Q8IYS5,INFLAMMATION,1,Osteoclast-associated immunoglobulin-like receptor ,OSCAR,OSCAR
OID20674,OID20674,CCL25,O15444,INFLAMMATION,1,C-C motif chemokine 25 ,CCL25,CCL25
OID20706,OID20706,NELL2,Q99435,INFLAMMATION,1,Protein kinase C-binding protein NELL2 ,NELL2,NELL2
OID20707,OID20707,MANF,P55145,INFLAMMATION,1,Mesencephalic astrocyte-derived neurotrophic factor ,MANF,MANF
OID20543,OID20543,PROK1,P58294,INFLAMMATION,1,Prokineticin-1 ,PROK1,PROK1
OID20682,OID20682,PKLR,P30613,INFLAMMATION,1,Pyruvate kinase PKLR ,PKLR,PKLR
OID20681,OID20681,DBNL,Q9UJU6,INFLAMMATION,1,Drebrin-like protein ,DBNL,DBNL
